,id,text,caption,label,image,IsSarcasm
1964,822589041241718786,live look in at a map depicting where donald trump is president,"a map of the united states with a red outline
",1,data/mmsd2/dataset_image/822589041241718786.jpg,Sarcastic
1965,718826365676613632,attending <user> and this came across our facebook feed .,"a sign on a wall
",1,data/mmsd2/dataset_image/718826365676613632.jpg,Sarcastic
1966,726147950401875968,2 fire hydrants across from each other ... that 's brilliant ! ! great design guys ! ...,"a house with a roof and a driveway
",1,data/mmsd2/dataset_image/726147950401875968.jpg,Sarcastic
1967,819330697987063808,bradley siblings getting some work in before tonight 's usd women 's game at oru . <user> <user>,"a basketball player is shooting a ball on the court
",0,data/mmsd2/dataset_image/819330697987063808.jpg,Not Sarcastic
1968,816433881301692416,sitting on my non-existent furniture .,"a person in a red and black striped shirt is jumping on a wooden floor
",0,data/mmsd2/dataset_image/816433881301692416.jpg,Not Sarcastic
1970,820413124339757056,if we can bump to these together i might just cuff ya,"the app shows the music player on an iphone
",0,data/mmsd2/dataset_image/820413124339757056.jpg,Not Sarcastic
1971,817517606559240193,"elite globalist progressives ( egps ): greatwall for me , open borders for thee .","facebook's border wall idea
",1,data/mmsd2/dataset_image/817517606559240193.jpg,Sarcastic
1972,819328456550793216,tag yourself im both of them at the same time,"a man is holding a water bottle and a woman is standing next to him
",0,data/mmsd2/dataset_image/819328456550793216.jpg,Not Sarcastic
1973,820412592573149184,"page one of our treatment for a 44 - minute special called ninjago , dated 1-15- 10 . notice the names . if you like , we can post more .","a letter from the president of the university
",0,data/mmsd2/dataset_image/820412592573149184.jpg,Not Sarcastic
1974,822947176984756227,"i love how real and strong ariana and liz 's friendship is , honestly friendship goals","two young women are smiling for the camera
",0,data/mmsd2/dataset_image/822947176984756227.jpg,Not Sarcastic
1975,819694098399588352,"sergio ramos , defender , has now scored 77 career goals . that ’ s more than andres iniesta","real madrid's sergio ramos celebrates scoring his side's second goal
",0,data/mmsd2/dataset_image/819694098399588352.jpg,Not Sarcastic
1976,820411437101285376,he never calls or sends flowers but i know he loves sc,"a man and woman standing next to each other in front of an american flag
",0,data/mmsd2/dataset_image/820411437101285376.jpg,Not Sarcastic
1977,823318480527179777,"i imagine this photo might be popular in washington today . that 's team 's new d-line coach , jim tomsula , no . 55 .","three football players standing together on a field
",0,data/mmsd2/dataset_image/823318480527179777.jpg,Not Sarcastic
1980,879229083678154752,someone seems to know me very well . hahahahahahahahahahaha .,"two texts from a woman to her boyfriend
",1,data/mmsd2/dataset_image/879229083678154752.jpg,Sarcastic
1981,721225906539335680,he did it,"the best facebook memes of all time
",1,data/mmsd2/dataset_image/721225906539335680.jpg,Sarcastic
1982,872854219258302464,"why yes , i was in fact aware of that ! <user> <user>","the dhs website is down
",1,data/mmsd2/dataset_image/872854219258302464.jpg,Sarcastic
1983,720518167152435201,yup not a predatory market at all,"a chart showing the different types of data in the market
",1,data/mmsd2/dataset_image/720518167152435201.jpg,Sarcastic
1984,818245247083814912,"hi <user> ! your ads are running on white supremacist fake news site breitbart . u can — waaaait a sec , ah man never mind <user>","breitling store - screenshot
",0,data/mmsd2/dataset_image/818245247083814912.jpg,Not Sarcastic
1985,877684472824700928,tonight # rhony - will we have to endure yet more stories about the sexiest man in nyc ?,"a bald man in a suit and tie smiling
",1,data/mmsd2/dataset_image/877684472824700928.jpg,Sarcastic
1987,822855431957553153,can 't decide if our country is on the road of progress or regress ! ! !,"tamilnadu news - screenshot
",1,data/mmsd2/dataset_image/822855431957553153.jpg,Sarcastic
1989,822222211599699968,dapl stealing ppls personal belongings . this is one of the aircraft that constantly harasses our camp .,"a helicopter is parked on a snowy slope
",0,data/mmsd2/dataset_image/822222211599699968.jpg,Not Sarcastic
1990,876652241523949568,true,"happy father's day to pakistan
",1,data/mmsd2/dataset_image/876652241523949568.jpg,Sarcastic
1991,685234721282981889,<user> speaking some truth,"jack ur twitter famous
",1,data/mmsd2/dataset_image/685234721282981889.jpg,Sarcastic
1992,716283220342362112,""" amarrensen y ubiquensen "" - lnj jelyah mrq . ?","lulu jayme manuel - screenshot
",1,data/mmsd2/dataset_image/716283220342362112.jpg,Sarcastic
1995,818244087157428224,"the duffer brothers , creators of # strangerthings , are crossing their fingers for a win tonight","two men in tuxedos pose for a photo at the golden globe awards
",0,data/mmsd2/dataset_image/818244087157428224.jpg,Not Sarcastic
1996,833701789392392192,"if you want to see the pinnacle of what humanity can achieve , i couldn 't recommend reading the walls of bathroom stalls more .","i just pooped
",1,data/mmsd2/dataset_image/833701789392392192.jpg,Sarcastic
1997,839491693049171968,haha when you know people care ! .... jk,"a screenshot of a text message on a phone
",1,data/mmsd2/dataset_image/839491693049171968.jpg,Sarcastic
1998,818243560269090817,maisie has arrived !,"a man in a suit and tie
",0,data/mmsd2/dataset_image/818243560269090817.jpg,Not Sarcastic
1999,822225937223872515,invited to the british embassy wednesday night for tea ! ! great time with <user> and sen . <user>,"a group of people at a dinner party
",0,data/mmsd2/dataset_image/822225937223872515.jpg,Not Sarcastic
2001,820049950402809857,tht chicken is cooked tae perfection tbh,"a chicken on a plate with a bag of chips and other food
",1,data/mmsd2/dataset_image/820049950402809857.jpg,Sarcastic
2003,726499514706710532,glory hunter fc <user>,"a ticket for the women's world cup
",1,data/mmsd2/dataset_image/726499514706710532.jpg,Sarcastic
2005,822222221124964352,did you know ? trump 's signature is nearly identical to his polygraph .,"donald trump autographed photo
",1,data/mmsd2/dataset_image/822222221124964352.jpg,Sarcastic
2007,877052738676432897,the struggle is real .,"a screenshot of a text message from a user
",1,data/mmsd2/dataset_image/877052738676432897.jpg,Sarcastic
2008,818604735313784833,ed appreciation tweet in his new glasses i love them <user>,"ed sheeran on radio x
",0,data/mmsd2/dataset_image/818604735313784833.jpg,Not Sarcastic
2009,818239557174968322,we are not worthy .,"actress jennifer hudson arrives at the golden globe awards
",0,data/mmsd2/dataset_image/818239557174968322.jpg,Not Sarcastic
2010,843741996934033408,that # guy .,"my death will probably be caused by being sarcastic at the wrong time unknown quotes
",1,data/mmsd2/dataset_image/843741996934033408.jpg,Sarcastic
2012,729223620006977536,it might not be raining today but prepare to get wet ladies ! these bad boys are coming out today,"a man standing in front of a couch
",1,data/mmsd2/dataset_image/729223620006977536.jpg,Sarcastic
2013,820054023512485888,dan with a fan in edinburgh last week ( © amandaellenthomas ),"a man and woman standing in front of a building
",0,data/mmsd2/dataset_image/820054023512485888.jpg,Not Sarcastic
2014,709941491557376000,"these two hate working together ? yeah , sure i see that .","a man and woman standing next to a box of toys
",1,data/mmsd2/dataset_image/709941491557376000.jpg,Sarcastic
2018,876174860774506497,get you a woman who can both .,"two pictures of a woman with tattoos and a cell phone
",1,data/mmsd2/dataset_image/876174860774506497.jpg,Sarcastic
2020,819323695281934336,i feel u,"abs maintenance crew
",0,data/mmsd2/dataset_image/819323695281934336.jpg,Not Sarcastic
2023,701485939357519872,this just cracked me up ...,"team there it is the in team hidden in the a hole
",1,data/mmsd2/dataset_image/701485939357519872.jpg,Sarcastic
2030,820414543893434368,"this is wht paid pr is stop targertng # banifam , plz its my humble request we have luved bani with al our heart , & expect nothn inreturn","rohan twitpic
",1,data/mmsd2/dataset_image/820414543893434368.jpg,Sarcastic
2031,709840866161008642,wow what a great view ! ! !,"a woman sitting on a window sill with her feet up
",1,data/mmsd2/dataset_image/709840866161008642.jpg,Sarcastic
2032,822231384412590080,your world away from home . :-),"dupont circle travel
",0,data/mmsd2/dataset_image/822231384412590080.jpg,Not Sarcastic
2033,822585868024238084,scrolling through my tl and ..,"ashley tisdale's tweet
",0,data/mmsd2/dataset_image/822585868024238084.jpg,Not Sarcastic
2034,836375490847965184,if only we could spend more money on defense !,"the united states spends more than any other nation combined
",1,data/mmsd2/dataset_image/836375490847965184.jpg,Sarcastic
2036,820049740108861440,""" i don 't know ; you tell me . ""","a man in a green shirt
",0,data/mmsd2/dataset_image/820049740108861440.jpg,Not Sarcastic
2037,822947972430241792,winter formal ready :-) these look the same kinda,"a woman taking a selfie in front of the mirror
",0,data/mmsd2/dataset_image/822947972430241792.jpg,Not Sarcastic
2038,820782515296337922,someone help this poor girl out she sounds ridiculous,"a quote from a show about a couple
",0,data/mmsd2/dataset_image/820782515296337922.jpg,Not Sarcastic
2039,820052423645495297,rt if in n out turns you on,"a tray of hamburgers and fries with a drink
",0,data/mmsd2/dataset_image/820052423645495297.jpg,Not Sarcastic
2044,821867024380923904,"the quebec aaa league changed the name of the award for best dman to the "" kristopher letang trophy ""","a man holding a trophy in front of a table
",0,data/mmsd2/dataset_image/821867024380923904.jpg,Not Sarcastic
2045,837558163024982016,<user> love waiting inline outside and getting in the theater and the projector don 't work since 10:30 just music yay !,"a green screen in a dark theater with people sitting in the seats
",1,data/mmsd2/dataset_image/837558163024982016.jpg,Sarcastic
2046,818245777038245888,"concept jersey for <user> , completed in my 4 hour design stream . retweets + likes are appreciated . leave some feedback .","the jersey concept for lansing esports
",0,data/mmsd2/dataset_image/818245777038245888.jpg,Not Sarcastic
2047,822584958950768641,"if trump pours gas on the burning house called america , then a media hellbent on ratings and sensationalism will be the interior decorators .","a group of people standing around a fire in the street
",1,data/mmsd2/dataset_image/822584958950768641.jpg,Sarcastic
2049,818605805763260421,bj 's crew from <user> in the house tonight thanks to <user> !,"a man is shaking hands with a crowd of people
",0,data/mmsd2/dataset_image/818605805763260421.jpg,Not Sarcastic
2051,820050816304287744,pretty .,"a group of six different types of false eyelashes
",0,data/mmsd2/dataset_image/820050816304287744.jpg,Not Sarcastic
2052,685712147956023296,""" unlock ipswich ""","the app store on the ipad shows the app store
",1,data/mmsd2/dataset_image/685712147956023296.jpg,Sarcastic
2053,822590917152567297,relatable,"a young man sitting on a couch with a stuffed animal
",0,data/mmsd2/dataset_image/822590917152567297.jpg,Not Sarcastic
2054,822956522032562178,blessed to say that i have received another offer from findlay university,"a group of football players running on the field
",0,data/mmsd2/dataset_image/822956522032562178.jpg,Not Sarcastic
2055,819327380430929922,mcmirchel,"two women in the back seat of a car making the peace sign
",0,data/mmsd2/dataset_image/819327380430929922.jpg,Not Sarcastic
2056,822589071973371908,roses,"a drawing of a woman holding a rose
",0,data/mmsd2/dataset_image/822589071973371908.jpg,Not Sarcastic
2057,875478033867698178,horrible looking continuous no till corn there it can be done folks,"a view from the back of a truck looking at a field
",1,data/mmsd2/dataset_image/875478033867698178.jpg,Sarcastic
2058,818240997138329600,what city should we bring # bucketlistproject to next ? @ me bro,"a man with dreadlocks is smiling while holding a microphone
",0,data/mmsd2/dataset_image/818240997138329600.jpg,Not Sarcastic
2059,821867668638572544,what the heck did i do yesterday,"a woman in black high heels and high heels in a tub full of colorful eggs
",0,data/mmsd2/dataset_image/821867668638572544.jpg,Not Sarcastic
2060,696792776118112256,real feel of almost 90 ° in pasadena in february . thanks climate change !,"real feel temperature - screenshot
",1,data/mmsd2/dataset_image/696792776118112256.jpg,Sarcastic
2063,880540214627778560,"so ... this is the president ... but ... it 's not him ... it 's "" us , "" right ? we just need to hate our fellow man .","donald trump tweets about his new year's eve party
",1,data/mmsd2/dataset_image/880540214627778560.jpg,Sarcastic
2064,823309033482362880,hey guys,"a man taking a selfie in front of a mirror
",0,data/mmsd2/dataset_image/823309033482362880.jpg,Not Sarcastic
2066,822956178435088386,when your trying to make friends with someone on the enemy team in overwatch but your teammate kills them,"cartoon spongebob with a knife in his hand
",0,data/mmsd2/dataset_image/822956178435088386.jpg,Not Sarcastic
2070,819329073436508161,"you shouldnt have to change for anybody . if they dont accept you , find someone who will","a woman with long hair and a bra top
",0,data/mmsd2/dataset_image/819329073436508161.jpg,Not Sarcastic
2072,823309800977104897,me when i 'm around a bunch of people i don 't know ... taking everything in,"a cartoon character sitting in a chair with sunglasses
",0,data/mmsd2/dataset_image/823309800977104897.jpg,Not Sarcastic
2073,820054618994573312,honestly ...,"a yellow poster with the words, you will not be alone
",0,data/mmsd2/dataset_image/820054618994573312.jpg,Not Sarcastic
2074,821867371044499456,"i can think of two people who are very happy about jeff bagwell 's election to the hall of fame . get well soon , mr . & mrs . bush .","an older couple sitting in the stands at a baseball game
",0,data/mmsd2/dataset_image/821867371044499456.jpg,Not Sarcastic
2075,690915881082343424,the view from my house ........ yay,"a shovel and two shovels are in the snow
",1,data/mmsd2/dataset_image/690915881082343424.jpg,Sarcastic
2076,829323883752853504,brings me back to about 6th grade when i knew what love was,"the one app for the one radio
",1,data/mmsd2/dataset_image/829323883752853504.jpg,Sarcastic
2077,713839072578408448,this seems legit ...,"my death will probably be caused by being sarcastic at the wrong time
",1,data/mmsd2/dataset_image/713839072578408448.jpg,Sarcastic
2079,818240638743408640,how could you not vote for this bearded warrior ? <user> <user>,"a man wearing a suit
",0,data/mmsd2/dataset_image/818240638743408640.jpg,Not Sarcastic
2081,816213622292549632,woohoo temps dropped <user> <user> <user> <user> <user> <user>,"a blue weather app with a clock and a temperature
",1,data/mmsd2/dataset_image/816213622292549632.jpg,Sarcastic
2083,713459043042533377,"hey <user> and <user> , i had no fun at the nyc event last night .","a man sitting in a chair with his arms up in the air
",1,data/mmsd2/dataset_image/713459043042533377.jpg,Sarcastic
2084,822590845396353024,phil : i 'm a single bachelor and i like it ! dan :,"two young men sitting at a table with a video game controller
",1,data/mmsd2/dataset_image/822590845396353024.jpg,Sarcastic
2085,819689771094003713,happy birthday my dear <user> ! ! may a zombie <user> continue to photobomb you at <user> <user> soirees ...,"two women in formal wear standing next to each other
",0,data/mmsd2/dataset_image/819689771094003713.jpg,Not Sarcastic
2088,822223123164655616,"when you get a private plane for your dog but not your son , oops","a screenshot of a tweet from a woman on a car
",1,data/mmsd2/dataset_image/822223123164655616.jpg,Sarcastic
2090,822947320765579265,no more words ..,"a man in black and white playing football
",0,data/mmsd2/dataset_image/822947320765579265.jpg,Not Sarcastic
2091,818244997128527872,the selfie that saved 2017,"a man and woman posing for a photo at the golden globe awards
",0,data/mmsd2/dataset_image/818244997128527872.jpg,Not Sarcastic
2092,822948482981986304,what a comeback ! joe perry wins four frames in a row to beat barry hawkins 6-5 and reach # masters final .,"snooker player raises his arms in victory
",0,data/mmsd2/dataset_image/822948482981986304.jpg,Not Sarcastic
2095,822586068939735040,"state champs in dmr . nj 1 , us","four female track athletes pose for a photo
",0,data/mmsd2/dataset_image/822586068939735040.jpg,Not Sarcastic
2096,819325632781971456,when the person you dont want ask you are you single vs when your crush ask you are single,"a woman with long hair and a red top
",0,data/mmsd2/dataset_image/819325632781971456.jpg,Not Sarcastic
2097,819330850219233280,had a great time speaking with <user> students from oxon hill hs today at marcus at <user> .,"a group of chefs posing for a photo in front of a bar
",0,data/mmsd2/dataset_image/819330850219233280.jpg,Not Sarcastic
2099,818604587112275969,committed,"the nike locker room is filled with football gear
",0,data/mmsd2/dataset_image/818604587112275969.jpg,Not Sarcastic
2101,822225392807211008,early at a local meet ; milling through # fc2017 pics ~,"a stuffed animal laying on the ground with its eyes open
",0,data/mmsd2/dataset_image/822225392807211008.jpg,Not Sarcastic
2102,820055567519588353,when my mutuals all post selfies at the same time,"a man in a white shirt is holding up a blue box
",0,data/mmsd2/dataset_image/820055567519588353.jpg,Not Sarcastic
2104,818605027367460866,was feeling this purple last night,"a woman in a blue off the shoulder top and black boots
",0,data/mmsd2/dataset_image/818605027367460866.jpg,Not Sarcastic
2105,822223232916930561,yaaaaasssss my freaking queen <user> ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,"jackson hill's new year's eve party
",0,data/mmsd2/dataset_image/822223232916930561.jpg,Not Sarcastic
2106,725831275261480960,walked into wal mart and saw a tranny at the urinal . time to get our country back on track ! !,"a urinal and a toilet in a bathroom
",1,data/mmsd2/dataset_image/725831275261480960.jpg,Sarcastic
2107,821504325683990528,rt for # olicity fav for,"the vampire diaries vs the Originals
",0,data/mmsd2/dataset_image/821504325683990528.jpg,Not Sarcastic
2108,838985836968333312,lifesaver .,"a cartoon of a book with a ghost and a book
",1,data/mmsd2/dataset_image/838985836968333312.jpg,Sarcastic
2110,822592566323544065,just catching up with the fellas . the skipper passed along this photo from his trip to the dominican republic .,"four men standing together in a room
",0,data/mmsd2/dataset_image/822592566323544065.jpg,Not Sarcastic
2112,794196077348003841,security protection for this house is very useful,"an old wooden house with a sign on the front
",1,data/mmsd2/dataset_image/794196077348003841.jpg,Sarcastic
2113,819328814501269504,αre you interested in learning about γφβ ? come join us for a nacho party and see why we 're nacho typical sorority !,"nacho party - gamma phi beta
",0,data/mmsd2/dataset_image/819328814501269504.jpg,Not Sarcastic
2114,831488065067679744,valentine 's day is so romantic …,"a black and white photo of a black and white striped fabric
",1,data/mmsd2/dataset_image/831488065067679744.jpg,Sarcastic
2115,871437119968886784,this is for sale on facebook market place . is it the yr he had a stroke or became a raging alcoholic ? ' 88 was a blur .,"a baseball with a sign that says 'anyone need a schmidt auto'
",1,data/mmsd2/dataset_image/871437119968886784.jpg,Sarcastic
2116,713032187264806913,"man , all of those millions have taken their toll on the hulkster .","an older man with a beard and a t - shirt running
",1,data/mmsd2/dataset_image/713032187264806913.jpg,Sarcastic
2117,823309673478557696,mt <user> : you won 't believe how much money the u . s . blows on the united nations each year,"hey america, we are paying way too much for this
",0,data/mmsd2/dataset_image/823309673478557696.jpg,Not Sarcastic
2118,821505811180560385,when you buy something for $ 3.43 with your card & they actually take out $ 3.43 from your bank account,"a man is making a face with his mouth open
",0,data/mmsd2/dataset_image/821505811180560385.jpg,Not Sarcastic
2119,821504251062910976,good morning from elmo & james hahahaha,"two men are posing for a picture with their shirts off
",0,data/mmsd2/dataset_image/821504251062910976.jpg,Not Sarcastic
2120,820052112486912005,nebraska will hire bob diaco as defensive coordinator,"nebraska football logo
",0,data/mmsd2/dataset_image/820052112486912005.jpg,Not Sarcastic
2123,822593652111319042,""" let the hunger games begin .. ""","donald trump delivers inaugural address
",1,data/mmsd2/dataset_image/822593652111319042.jpg,Sarcastic
2124,820053651976757254,supre fast jin going at extrmly hihg sped,"a man is falling off a boat while wearing a black suit
",0,data/mmsd2/dataset_image/820053651976757254.jpg,Not Sarcastic
2125,819331670818045952,thank you for stopping you babe,"a man and woman taking a selfie together
",0,data/mmsd2/dataset_image/819331670818045952.jpg,Not Sarcastic
2126,892317894687772672,"yummm ... chitlins , hearts , gizzards , and tripe all in one dish ! does it get any better ?","a sign that says plaueu trifles
",1,data/mmsd2/dataset_image/892317894687772672.jpg,Sarcastic
2127,818240593340014594,we 've got some work to do after 1 . raptors 37 | rockets 27,"a large crowd of people in a basketball arena
",0,data/mmsd2/dataset_image/818240593340014594.jpg,Not Sarcastic
2128,820411834222030849,peep us tomorrow <user>,"the news team poses for a photo on the set of the news
",0,data/mmsd2/dataset_image/820411834222030849.jpg,Not Sarcastic
2130,684162257475997696,omg ! it snowed ! i wonder if work will be closed tomorrow .,"a snow covered bench sitting in the grass
",1,data/mmsd2/dataset_image/684162257475997696.jpg,Sarcastic
2131,865917925630324737,what a beautiful summer day to go work outside,"accuweather - screenshot
",1,data/mmsd2/dataset_image/865917925630324737.jpg,Sarcastic
2132,817158735802077184,rachel sent me cute tøp stickers and i put one on my phone case,"a woman taking a selfie with her phone
",0,data/mmsd2/dataset_image/817158735802077184.jpg,Not Sarcastic
2135,818606116858982401,so it 's out of stock bcz jin smuggled them all into the jungle wae jin,"bts official light stick with a box
",0,data/mmsd2/dataset_image/818606116858982401.jpg,Not Sarcastic
2136,822955812209520640,me or whatevaaaa,"a woman wearing a white tank top and gold hoop earrings
",0,data/mmsd2/dataset_image/822955812209520640.jpg,Not Sarcastic
2137,847027366014701568,this is where the underground keeps their victoria line train set when everyone is home and asleep . so fascinating .,"a fence with many wires
",1,data/mmsd2/dataset_image/847027366014701568.jpg,Sarcastic
2138,862389524164464640,"starting this friday , # girls ' # alexkarpovsky stars in","folk hero and funny guy
",1,data/mmsd2/dataset_image/862389524164464640.jpg,Sarcastic
2139,716619566533779456,excited that it 's finally spring in boston,"a plane is parked on the tarmac at an airport
",1,data/mmsd2/dataset_image/716619566533779456.jpg,Sarcastic
2140,822592553426022400,"wildlife friday ! go wild ! ft , <user>","a furry cat wearing a costume holding a bottle of beer
",0,data/mmsd2/dataset_image/822592553426022400.jpg,Not Sarcastic
2141,827028347464986624,paying real estate taxes in quezon city is such fun .,"people standing in line outside a building with a sign that says entrance
",1,data/mmsd2/dataset_image/827028347464986624.jpg,Sarcastic
2143,845004448099418114,finally i relax . ready for another night of no sleep lovely,"a woman with long hair and blue eyes
",1,data/mmsd2/dataset_image/845004448099418114.jpg,Sarcastic
2144,819324018209751040,"the scotsman latest circulation figure is 15,000 the herald cannot be far behind . both unionist rags who distort the truth !","the herald - july 25, 2016
",1,data/mmsd2/dataset_image/819324018209751040.jpg,Sarcastic
2146,822225117770055680,"happy birthday <user> , thank you for everything you 've ever done & continue to do for me i love you","three men wearing pittsburgh steelers jerseys standing on the sidewalk
",0,data/mmsd2/dataset_image/822225117770055680.jpg,Not Sarcastic
2148,823309752658595841,guys my facebook page has gone viral ! ! ! ! ! 1,"there have been 5 views of redminus in the past 6 hours
",0,data/mmsd2/dataset_image/823309752658595841.jpg,Not Sarcastic
2149,820414650432962562,sc pics,"a woman with long hair and green shirt
",0,data/mmsd2/dataset_image/820414650432962562.jpg,Not Sarcastic
2150,705025828850049026,the stark reality haha ..,"hasil kijian
",1,data/mmsd2/dataset_image/705025828850049026.jpg,Sarcastic
2151,892962194127601664,"thank you , <user> , for your tlc .","a box sitting on the floor with a sticker on it
",1,data/mmsd2/dataset_image/892962194127601664.jpg,Sarcastic
2152,820414545437032448,hello,"a man with glasses and a hat is looking at the camera
",0,data/mmsd2/dataset_image/820414545437032448.jpg,Not Sarcastic
2153,822222490667806728,"nice fireworks , but ussr is missing a letter .","a tv screen showing a fireworks display in the sky
",1,data/mmsd2/dataset_image/822222490667806728.jpg,Sarcastic
2154,732142812980908032,mondaymotivation guys watch out n prepare your substitutes you never know whats in stake ...,"a girl with sunglasses and a cell phone with the text why don't you trust me
",1,data/mmsd2/dataset_image/732142812980908032.jpg,Sarcastic
2155,827330082817445888,obviously a good reason to hate russell .,"a tv screen showing the most blocked shots since the start of the season
",1,data/mmsd2/dataset_image/827330082817445888.jpg,Sarcastic
2156,823312433079001088,these photos were taken six months apart,"a crowd of people at a concert with an alien mask on
",0,data/mmsd2/dataset_image/823312433079001088.jpg,Not Sarcastic
2157,822223728536862724,"honesty is a very expensive gift , don 't expect it from cheap people . - warren buffett","honest is a very expensive gift, don't expect it from cheap people
",0,data/mmsd2/dataset_image/822223728536862724.jpg,Not Sarcastic
2158,819690521677430785,that time you were on tv before reaching 24 hours old ... thanks <user> crew !,"a man holding a baby in front of a television
",0,data/mmsd2/dataset_image/819690521677430785.jpg,Not Sarcastic
2159,727070621398667268,ha ha .. like if you are too ... :p :p,"the tv show is about a man and a woman in front of a llama
",1,data/mmsd2/dataset_image/727070621398667268.jpg,Sarcastic
2160,819692981175406593,singles magazine ~,"two young men are sitting on a couch
",0,data/mmsd2/dataset_image/819692981175406593.jpg,Not Sarcastic
2161,819692332450770948,treat your girl like the queen she is,"herbert's sad emoji text
",0,data/mmsd2/dataset_image/819692332450770948.jpg,Not Sarcastic
2162,835583470625783808,that 's wht most of the men feel about girls who wears tight & short dresses . blaming only men is injustice .,"facebook post of a woman who is not happy with her husband
",1,data/mmsd2/dataset_image/835583470625783808.jpg,Sarcastic
2163,822952616011304962,look what you 've done trump illegitimatepresident . we are the majority & we aren 't scared of you .,"a crowd of people are gathered in front of a building
",0,data/mmsd2/dataset_image/822952616011304962.jpg,Not Sarcastic
2166,817519514241957889,omg ive just realised whats on marks shirt not just skeletons but skeletons with bloody hats,"a man in a black hat and jacket smiling
",0,data/mmsd2/dataset_image/817519514241957889.jpg,Not Sarcastic
2168,823315116519256069,me @ me : reading 900 galra keith fics lessened the impact of the real thing so dont get carried away w hcs again ok mutuals : lotor / lance me :,"the avatar the last airbender
",0,data/mmsd2/dataset_image/823315116519256069.jpg,Not Sarcastic
2169,818239722053136384,when someone starts getting a little too friendly with your man,"a girl sitting at a table with a beer and a notebook
",0,data/mmsd2/dataset_image/818239722053136384.jpg,Not Sarcastic
2172,866376670420361218,"yes , the rumors are true . isaiah quit on the celtics and i too am quitting on the team to become a food photographer","a hamburger with lettuce, tomato, and onion on a bun
",1,data/mmsd2/dataset_image/866376670420361218.jpg,Sarcastic
2173,840882910089494528,cory should be a saint,"a man wearing glasses and a yellow shirt making a peace sign
",1,data/mmsd2/dataset_image/840882910089494528.jpg,Sarcastic
2174,833132920772648960,# istandwithmarksthiccneck look at all of this productivity going on ....,"three people sitting on a couch with their phones
",1,data/mmsd2/dataset_image/833132920772648960.jpg,Sarcastic
2176,820049058618294272,"having a party ? show your geeky side by serving these # starwars tie fighter party snacks - simply made with cheese , cream cheese & crackers !","a plate with a bunch of star wars themed food
",0,data/mmsd2/dataset_image/820049058618294272.jpg,Not Sarcastic
2177,818239346209763329,"i 'm at a community meeting w / <user> , the new mayor of berkeley , talking about theresistance .","two men smiling for the camera in a living room
",0,data/mmsd2/dataset_image/818239346209763329.jpg,Not Sarcastic
2178,820418425793245184,thsi is the first thing i thought of im crying,"two people playing piano in front of a spotlight
",0,data/mmsd2/dataset_image/820418425793245184.jpg,Not Sarcastic
2180,821505582213513216,spain national team coach julen lopetegui attended the # torinomilan game and returned with good reports on suso . [ <user> ],"two soccer players are playing on the field
",0,data/mmsd2/dataset_image/821505582213513216.jpg,Not Sarcastic
2181,817520669994979328,congrats to this dude <user> on being named nfl 1st team all-pro . job well done matt & good luck in the playoffs !,"two pictures of the same football player, one with a helmet and the other with a helmet
",0,data/mmsd2/dataset_image/817520669994979328.jpg,Not Sarcastic
2182,822225968819474432,beautiful ...,"a man and woman walking in front of the lincoln memorial
",0,data/mmsd2/dataset_image/822225968819474432.jpg,Not Sarcastic
2183,823314057121906689,don 't you want my striptease <user>,"a woman in a black bodysuit sitting on a chair
",0,data/mmsd2/dataset_image/823314057121906689.jpg,Not Sarcastic
2184,818647867229425664,when you know you 've met your perfect match .,"a text message from a woman to her boyfriend
",1,data/mmsd2/dataset_image/818647867229425664.jpg,Sarcastic
2185,854165480961167361,<user> <user> i see the pittsburgh mills location takes rotation and freshness seriously .,"a person holding a container of yogurt in their hand
",1,data/mmsd2/dataset_image/854165480961167361.jpg,Sarcastic
2186,838864907596595201,"if i were artistically inclined , i 'd draw some tears on this guy 's face . oh . wait . this isn 't evan spiegel ? $ snap $ k good night .","a cartoon character with red hair and a chef hat
",1,data/mmsd2/dataset_image/838864907596595201.jpg,Sarcastic
2188,822587034657292289,james milner has never lost a # pl match in which he 's scored ( 46 games ),"jurgen klopp's liverpool are on the brink of the premier league title
",0,data/mmsd2/dataset_image/822587034657292289.jpg,Not Sarcastic
2192,779176644325978112,"it 's all the things i 'm known for : writing , drinking , and food ~ # twotruthsandalie – 在 daylight mind coffee company","a wooden table topped with a plate of food
",1,data/mmsd2/dataset_image/779176644325978112.jpg,Sarcastic
2193,819688007737470976,seriously . who had more people murdered ? hillary or putin ?,"hillary clinton is making a funny face
",1,data/mmsd2/dataset_image/819688007737470976.jpg,Sarcastic
2194,725212166450765824,! ! ! tag someone ? by <user> …,"a woman in a kitchen with a knife and a plate
",1,data/mmsd2/dataset_image/725212166450765824.jpg,Sarcastic
2195,819688533598212096,when u lowkey ship both camren and laucy so it 's a win-win for u everytime there 's drama,"a woman in sunglasses drinking a drink
",0,data/mmsd2/dataset_image/819688533598212096.jpg,Not Sarcastic
2197,821868628081512449,"when you have a 2 + hour class and the teacher say y 'all won 't be there the whole time , then y 'all be there the whole time","a stuffed animal of a white cat sitting on top of a box
",0,data/mmsd2/dataset_image/821868628081512449.jpg,Not Sarcastic
